,E,murho,muenrho,element,elnum
46,0.2,1.213,0.6581,Ac,89
47,0.3,0.4859,0.2896,Ac,89
48,0.4,0.2749,0.1632,Ac,89
49,0.5,0.1872,0.1085,Ac,89
50,0.6,0.1421,0.08018,Ac,89
51,0.8,0.09804,0.05311,Ac,89
52,1.0,0.07686,0.0408,Ac,89
53,1.25,0.06251,0.03258,Ac,89
54,1.5,0.05504,0.02831,Ac,89
55,2.0,0.04822,0.0249,Ac,89
56,3.0,0.04409,0.02419,Ac,89
57,4.0,0.04363,0.02539,Ac,89
58,5.0,0.04438,0.02688,Ac,89
59,6.0,0.0456,0.02832,Ac,89
60,8.0,0.04856,0.03079,Ac,89
61,10.0,0.05171,0.03275,Ac,89
62,15.0,0.05895,0.03575,Ac,89
63,20.0,0.06473,0.03692,Ac,89
0,0.001,6614.0,6600.0,Th,90
1,0.00108088,5747.0,5733.0,Th,90
2,0.0011683,4976.0,4962.0,Th,90
3,0.0011683,5048.0,5034.0,Th,90
4,0.0012463,4463.0,4449.0,Th,90
5,0.0013295,3937.0,3924.0,Th,90
6,0.0013295,4017.0,4003.0,Th,90
7,0.0015,3161.0,3148.0,Th,90
8,0.002,1742.0,1729.0,Th,90
9,0.003,718.0,707.0,Th,90
10,0.003332,567.1,556.5,Th,90
11,0.003332,1394.0,1346.0,Th,90
12,0.00341048,1304.0,1260.0,Th,90
13,0.0034908,1226.0,1185.0,Th,90
14,0.0034908,1749.0,1683.0,Th,90
15,0.004,1253.0,1208.0,Th,90
16,0.0040461,1217.0,1174.0,Th,90
17,0.0040461,1415.0,1364.0,Th,90
18,0.00442089,1137.0,1098.0,Th,90
19,0.0048304,910.3,879.7,Th,90
20,0.0048304,965.5,933.0,Th,90
21,0.005,887.8,858.1,Th,90
22,0.0051823,812.9,785.9,Th,90
23,0.0051823,847.7,819.6,Th,90
24,0.006,594.5,574.9,Th,90
25,0.008,293.9,283.0,Th,90
26,0.01,168.9,161.5,Th,90
27,0.015,61.41,57.18,Th,90
28,0.0163003,49.91,46.11,Th,90
29,0.0163003,115.6,87.32,Th,90
30,0.0179166,99.24,69.24,Th,90
31,0.0196932,69.84,54.92,Th,90
32,0.0196932,95.27,68.36,Th,90
33,0.02,93.68,67.14,Th,90
34,0.0204721,88.51,63.83,Th,90
35,0.0204721,101.8,72.59,Th,90
36,0.03,38.92,30.32,Th,90
37,0.04,18.65,15.03,Th,90
38,0.05,10.52,8.558,Th,90
39,0.06,6.592,5.355,Th,90
40,0.08,3.178,2.526,Th,90
41,0.1,1.83,1.403,Th,90
42,0.109651,1.465,1.1,Th,90
43,0.109651,5.336,1.502,Th,90
44,0.15,2.472,1.09,Th,90
45,0.2,1.234,0.6603,Th,90
46,0.3,0.4939,0.2931,Th,90
47,0.4,0.2789,0.1656,Th,90
48,0.5,0.1895,0.1101,Th,90
49,0.6,0.1435,0.08128,Th,90
50,0.8,0.09861,0.05366,Th,90
51,1.0,0.07709,0.04109,Th,90
52,1.25,0.06251,0.03269,Th,90
53,1.5,0.05498,0.02834,Th,90
54,2.0,0.04812,0.02487,Th,90
55,3.0,0.04396,0.02411,Th,90
56,4.0,0.04347,0.02528,Th,90
57,5.0,0.04421,0.02674,Th,90
58,6.0,0.04542,0.02817,Th,90
59,8.0,0.04836,0.0306,Th,90
60,10.0,0.05149,0.03253,Th,90
61,15.0,0.05871,0.0355,Th,90
62,20.0,0.06447,0.03664,Th,90
0,0.001,6530.0,6515.0,Pa,91
1,0.00100334,6490.0,6476.0,Pa,91
2,0.0010067,6451.0,6437.0,Pa,91
3,0.0010067,6868.0,6853.0,Pa,91
4,0.00111018,5755.0,5740.0,Pa,91
5,0.0012243,4794.0,4780.0,Pa,91
6,0.0012243,4863.0,4848.0,Pa,91
7,0.00130316,4311.0,4296.0,Pa,91
8,0.0013871,3815.0,3801.0,Pa,91
9,0.0013871,3891.0,3877.0,Pa,91
10,0.0015,3327.0,3313.0,Pa,91
11,0.002,1834.0,1821.0,Pa,91
12,0.003,755.8,744.4,Pa,91
13,0.0034418,554.8,544.0,Pa,91
14,0.0034418,1363.0,1314.0,Pa,91
15,0.00352548,1266.0,1222.0,Pa,91
16,0.0036112,1185.0,1144.0,Pa,91
17,0.0036112,1695.0,1628.0,Pa,91
18,0.004,1315.0,1265.0,Pa,91
19,0.0041738,1182.0,1139.0,Pa,91
20,0.0041738,1374.0,1324.0,Pa,91
21,0.005,875.9,845.4,Pa,91
22,0.0050009,875.5,845.0,Pa,91
23,0.0050009,928.8,896.4,Pa,91
24,0.00518067,851.4,821.9,Pa,91
25,0.0053669,781.0,754.1,Pa,91
26,0.0053669,814.4,786.4,Pa,91
27,0.006,621.7,600.4,Pa,91
28,0.008,307.4,295.8,Pa,91
29,0.01,176.9,169.0,Pa,91
30,0.015,64.42,60.0,Pa,91
31,0.0167331,49.03,45.22,Pa,91
32,0.0167331,113.0,84.83,Pa,91
33,0.02,70.25,54.86,Pa,91
34,0.0203137,67.47,52.84,Pa,91
35,0.0203137,94.52,67.04,Pa,91
36,0.0207054,89.95,64.18,Pa,91
37,0.0211046,85.76,61.53,Pa,91
38,0.0211046,98.61,69.9,Pa,91
39,0.03,40.77,31.46,Pa,91
40,0.04,19.57,15.67,Pa,91
41,0.05,11.05,8.95,Pa,91
42,0.06,6.929,5.612,Pa,91
43,0.08,3.342,2.655,Pa,91
44,0.1,1.924,1.477,Pa,91
45,0.112601,1.445,1.081,Pa,91
46,0.112601,5.198,1.466,Pa,91
47,0.15,2.575,1.106,Pa,91
48,0.2,1.288,0.6792,Pa,91
49,0.3,0.5152,0.3042,Pa,91
50,0.4,0.2904,0.1723,Pa,91
51,0.5,0.1969,0.1146,Pa,91
52,0.6,0.1487,0.08453,Pa,91
53,0.8,0.1018,0.05563,Pa,91
54,1.0,0.07937,0.04247,Pa,91
55,1.25,0.0642,0.03367,Pa,91
56,1.5,0.05637,0.02911,Pa,91
57,2.0,0.04927,0.02547,Pa,91
58,3.0,0.04496,0.02463,Pa,91
59,4.0,0.04445,0.0258,Pa,91
60,5.0,0.04519,0.02727,Pa,91
61,6.0,0.04641,0.0287,Pa,91
62,8.0,0.04943,0.03117,Pa,91
63,10.0,0.05261,0.03311,Pa,91
64,15.0,0.06,0.03609,Pa,91
65,20.0,0.06592,0.03724,Pa,91
0,0.001,6626.0,6612.0,U,92
1,0.0010222,6375.0,6360.0,U,92
2,0.0010449,6127.0,6112.0,U,92
3,0.0010449,6519.0,6504.0,U,92
4,0.00115314,5446.0,5431.0,U,92
5,0.0012726,4526.0,4511.0,U,92
6,0.0012726,4589.0,4575.0,U,92
7,0.00135409,4065.0,4051.0,U,92
8,0.0014408,3598.0,3584.0,U,92
9,0.0014408,3668.0,3654.0,U,92
10,0.0015,3382.0,3368.0,U,92
11,0.002,1865.0,1852.0,U,92
12,0.003,769.2,757.8,U,92
13,0.0035517,525.7,515.1,U,92
14,0.0035517,1266.0,1220.0,U,92
15,0.00363859,1188.0,1142.0,U,92
16,0.0037276,1112.0,1072.0,U,92
17,0.0037276,1582.0,1517.0,U,92
18,0.004,1329.0,1277.0,U,92
19,0.0043034,1110.0,1068.0,U,92
20,0.0043034,1292.0,1242.0,U,92
21,0.005,889.1,856.9,U,92
22,0.0051822,811.8,782.5,U,92
23,0.0051822,861.1,830.1,U,92
24,0.00536198,791.5,763.2,U,92
25,0.005548,728.2,702.2,U,92
26,0.005548,759.2,732.2,U,92
27,0.006,628.4,606.2,U,92
28,0.008,310.8,298.9,U,92
29,0.01,179.1,171.1,U,92
30,0.015,65.28,60.84,U,92
31,0.0171663,46.63,42.93,U,92
32,0.0171663,107.0,79.8,U,92
33,0.02,71.06,54.96,U,92
34,0.0209476,63.0,49.14,U,92
35,0.0209476,88.38,62.22,U,92
36,0.0213487,95.15,59.59,U,92
37,0.0217574,80.23,57.15,U,92
38,0.0217574,92.22,64.87,U,92
39,0.03,41.28,31.49,U,92
40,0.04,19.83,15.76,U,92
41,0.05,11.21,9.034,U,92
42,0.06,7.035,5.678,U,92
43,0.08,3.395,2.695,U,92
44,0.1,1.954,1.502,U,92
45,0.115606,1.378,1.027,U,92
46,0.115606,4.893,1.382,U,92
47,0.15,2.591,1.083,U,92
48,0.2,1.298,0.6746,U,92
49,0.3,0.5192,0.305,U,92
50,0.4,0.2922,0.1732,U,92
51,0.5,0.1976,0.1152,U,92
52,0.6,0.149,0.08494,U,92
53,0.8,0.1016,0.05574,U,92
54,1.0,0.07896,0.04241,U,92
55,1.25,0.0637,0.03351,U,92
56,1.5,0.05587,0.02891,U,92
57,2.0,0.04878,0.02523,U,92
58,3.0,0.04447,0.02434,U,92
59,4.0,0.04392,0.02546,U,92
60,5.0,0.04463,0.02689,U,92
61,6.0,0.04583,0.02829,U,92
62,8.0,0.04879,0.03068,U,92
63,10.0,0.05195,0.03259,U,92
64,15.0,0.05927,0.03552,U,92
65,20.0,0.06512,0.03662,U,92
